player_id,name_full,w,sv,hld,so,er,bb,h,ip,SP,RP
669674,"Long, Sam",2,0,0,38,25,15,37,40.666666666666664,True,True
669912,"Snead, Kirby",0,0,0,7,2,2,7,7.666666666666667,False,True
669935,"Alexy, A.J.",3,0,0,17,12,17,13,23.0,True,False
669952,"White, Mitch",1,0,0,49,19,17,38,46.666666666666664,True,True
670050,"Ridings, Stephen",0,0,1,7,1,2,4,5.0,False,True
670056,"Baragar, Caleb",2,2,7,16,4,12,19,23.0,False,True
670090,"Mills, Wyatt",0,0,0,11,14,7,19,12.333333333333334,False,True
670280,"Bednar, David",3,3,13,77,15,19,40,60.666666666666664,False,True
670912,"Oviedo, Johan",0,0,0,51,34,37,61,62.333333333333336,True,False
670950,"Richards, Trevor",7,1,6,78,25,22,40,64.0,False,True
670955,"Uceta, Edwin",0,0,0,25,15,12,19,20.333333333333332,False,True
670990,"Ramirez, Yohan",1,2,0,35,12,12,18,27.333333333333332,False,True
671345,"Foley, Jason",0,0,3,6,3,5,8,10.1,False,True
671790,"Bolanos, Ronald",0,0,0,10,1,2,4,6.1,False,False
672282,"Detmers, Reid",1,0,0,19,17,11,26,20.333333333333332,True,False
672335,"Perez, Cionel",1,0,0,25,17,20,21,24.0,False,True
672578,"Hernandez, Carlos",6,0,0,74,35,41,69,85.66666666666667,True,True
672582,"Zerpa, Angel",0,0,0,4,0,1,3,5.0,False,False
672710,"Contreras, Roansy",0,0,0,4,0,1,3,3.0,False,False
672715,"Patino, Luis",5,0,0,74,37,29,69,77.1,True,False
672851,"Adon, Joan",0,0,0,9,2,3,6,5.1,False,False
674944,"Guenther, Sean",0,0,0,15,21,10,31,20.333333333333332,False,True
675911,"Strider, Spencer",1,0,0,0,1,1,2,2.3333333333333335,False,False
675912,"Lowther, Zac",1,0,0,30,22,13,36,29.333333333333332,True,False
675916,"Karinchak, James",7,11,13,78,25,32,35,55.333333333333336,False,True
675921,"Howard, Spencer",0,0,0,52,41,27,53,49.666666666666664,True,False
676050,"Naughton, Packy",0,0,0,12,16,14,27,22.333333333333332,True,False
676051,"Heuer, Codi",7,2,18,56,32,23,65,67.0,False,True
676083,"Junk, Janson",0,0,0,10,7,2,20,16.333333333333332,True,False
676103,"Jones, Damon",0,0,0,0,0,2,1,0.3333333333333333,False,False
676265,"Abbott, Cory",0,0,0,12,13,11,20,17.333333333333332,False,True
676424,"Bettinger, Alec",0,0,0,5,15,3,18,10.0,False,False
676477,"Whitlock, Garrett",8,2,14,81,16,17,64,73.1,False,True
676596,"Fleming, Josh",10,1,3,65,59,31,110,104.1,True,True
